name,category,chains,total_24h,total_7d,total_30d,change_1d_pct,change_7d_pct
Exa Card,Crypto Card Issuer,Base;OP Mainnet,65082,403448,1533614,-17.9,52.63
bopAMM,Dexs,Ethereum,62970,300570,1865512,2.1,147.68
Pacifica Spot,Dexs,Solana,62605,410873,2083367,0.83,-16.83
Pact,Dexs,Algorand,60850,523605,1651244,-12.55,
Kast Card,Crypto Card Issuer,Movement,60814,160895,726986,141.62,45.56
Upheaval V3,Dexs,Hyperliquid L1,60740,534420,2961674,-26.28,-51.17
ZeroFi,Dexs,Solana,59760,369208,210524581,0,-18.08
Bitget Wallet Card,Crypto Card Issuer,Arbitrum,59277,514428,4113261,-35.58,-59.84
Bancor V3,Dexs,Ethereum,57361,459887,1422356,71.01,-83.29
Helix Spot,Dexs,Injective,56617,511823,3926537,-45.64,-49.1
Ubeswap V3,Dexs,Celo,55239,1110495,2542158,-80.56,-49.81
BullX,Telegram Bot,Solana,52184,253809,815923,0,51.01
Curve LlamaLend,Lending,Ethereum;Arbitrum;OP Mainnet;Fraxtal;Sonic,50770,896860,3531377,-76.01,-77.98
Nerve,Dexs,BSC,50059,179874,973505,-28.45,33.56
Telemetry,Trading App,Solana,49585,313618,1478379,0,27.77
Peer,Payments,Base,48601,287050,1288758,16.7,15.47
Lithos,Dexs,Plasma,48465,337771,2397754,8.73,-59.12
Omnipair,Lending,Solana,47519,270475,1110899,6.79,-2.35
Ready Card,Crypto Card Issuer,Starknet,46888,271920,271920,1.3,
Canonic,Dexs,MegaETH,46161,381503,1887342,-36.87,13.22
BEX,Dexs,Berachain,45787,245961,1044774,136.65,98.42
Gemint,Physical TCG,BSC,45262,976493,1466087,-53.35,-6.84
Sovryn Dex,Dexs,Rootstock;BOB,45142,426891,2324693,-45.47,-76.45
MachineX CL,Dexs,Peaq,43837,142669,1320393,129.85,110.47
zkSwap V2,Dexs,ZKsync Era;Sonic;Monad,43602,204573,1075486,36.06,69.31
Nad.fun,Launchpad,Monad,41349,349702,2592490,-24.3,-60.22
Defi Swap,Dexs,Ethereum,40978,438063,2620172,-85.22,-11.99
ALEX,Dexs,Stacks,40648,148477,880426,15.87,-27.51
SafePal Card,Crypto Card Issuer,Arbitrum,40593,243499,1030447,-17.17,29.87
HyperSwap V2,Dexs,Hyperliquid L1,40422,705616,2540241,-20.59,14.23
Ramses CL,Dexs,Arbitrum,39554,196200,1108574,50.07,0.24
XFlows,Dexs,Wanchain,39471,234452,1704724,-0.98,-37.05
BabySwap,Dexs,BSC,38654,279878,1329500,-3.49,-35.82
Sanctum Reserve,Yield,Solana,36937,85912,10576043,19.86,
Raindex,Dexs,Polygon;Ethereum;Arbitrum;Base;BSC;Flare;Linea,36918,150277,1986724,46.72,144.38
Valiant Trade Spot,Dexs,Fogo,34931,791925,4203507,-53.89,-90.28
STEAMM,Dexs,Sui,34432,132399,1572730,40.14,67.77
GT3,Dexs,Polygon,34151,118095,364940,883.05,295.68
HbarSuite,Dexs,Hedera,32771,221975,1097619,-15.5,-19.16
Ambient,Dexs,Ethereum;Scroll;Canto;Blast;Plume (Deprecated);Swellchain;Plume Mainnet,32054,151045,1514753,58.65,-7.22
Ferro,Dexs,Cronos,30193,217181,807153,-23.07,106.32
LlamaPay,Payments,Berachain;Base;OP Mainnet;Sonic;Ethereum;Polygon;Gnosis;Scroll;Avalanche;Arbitrum;Metis,30038,289613,782839,-46.79,-6.64
Pangolin V2,Dexs,Avalanche,30004,383954,1869722,-40.75,-77.53
Deeptrade,Interface,Sui,29870,69798,681566,829.37,149.37
Sologenic,Dexs,XRPL,29623,101796,284642,1067.18,649.95
Scale,Dexs,Base,29482,298484,952296,-2.2,-26.45
Treble V2,Dexs,Base,29020,126761,890842,39.58,19.15
2THICK,Dexs,Sonic,28061,269202,1892968,93.4,5.04
Gate Swap Spot,Dexs,GateLayer,27846,114941,822779,98.22,41.16
Otomate,Interface,Ink,27568,140901,1276331,64.83,33.88
Uniswap V1,Dexs,Ethereum,27410,180225,976680,-8.62,-27.17
Blackhole AMM,Dexs,Avalanche,27250,216180,1281844,7.03,-55.49
Pharaoh Legacy,Dexs,Avalanche,26702,333051,1955770,-36.25,-69.61
SquadSwap Dynamo,Dexs,BSC,26699,147657,806220,28.6,12.11
SMARDEX AMM,Dexs,Ethereum;BSC;Polygon;Arbitrum;Base,26676,47496,109700,46.46,2440.57
Stabull Finance,Dexs,Ethereum;Polygon;Base,26597,124302,798530,25.21,6.97
Trisolaris,Dexs,Aurora,25747,342037,2433878,-41.13,-54.24
Invariant,Dexs,Solana;Eclipse,25741,180187,772230,0,0
Pharaoh V3 Legacy,Dexs,Avalanche,25336,103039,487666,91.39,-0.13
NetSwap,Dexs,Metis,24805,269494,1343224,-51.96,-22.41
Sablier Flow,Payments,Base;Arbitrum;Ethereum;OP Mainnet;Polygon;BSC;Avalanche;Linea;ZKsync Era;Sonic;Hyperliquid L1;Scroll;Unichain;Blast;Mode;Gnosis;Abstract;Berachain;Sei,24283,138066,375084,-11.26,226.17
DYLI,Physical TCG,Abstract,23830,107834,143866,59.66,97.37
BabyDogeSwap,Dexs,BSC,23267,192613,1138976,-32.15,-57.56
Tempo Stablecoin Dex,Dexs,Tempo,22760,484078,3338329,-93.04,55.32
Virtus Protocol CL,Dexs,Base,22253,145836,272681,-12.78,-36.69
Solayer Card,Crypto Card Issuer,Solana,22057,214791,758146,-57.93,5.56
Turbo,Dexs,Hyperliquid L1,21863,179740,1527001,-22.65,-46.42
Forest V1,Dexs,BSC,21343,153414,919521,29.97,87.76
Monday Trade Spot,Dexs,Monad,20475,61441,195434,1532.78,482.5
Hyperlynx V3,Dexs,Hyperliquid L1,19346,116649,118005,-28.08,1353.49
Swappi,Dexs,Conflux,19129,178156,1410346,-25,-51.79
BrownFi V3,Dexs,Berachain;Hyperliquid L1,18748,133999,294716,54.97,-37.14
Bulla Exchange,Dexs,Berachain,18525,171434,544718,14.91,13.53
x402,Payments,Hyperliquid L1;Solana;Base;Polygon;Arbitrum;Abstract;BSC;Celo;OP Mainnet;Avalanche,18140,109248,692000,44.46,25.04
Kittenswap CL,Dexs,Hyperliquid L1,17853,281695,798335,-40.85,-13.77
Kava Swap,Dexs,Kava,17487,109063,428031,4.3,-18.94
TopStrike,Gaming,MegaETH,17453,121289,515294,-4.14,-37.51
BaseX,Dexs,Base,17426,101430,560429,-0.88,57.57
Aftermath AMM,Dexs,Sui,17199,87373,687405,54.28,-19.73
HARD Swap,Dexs,Kava,17183,178115,1804682,-39.79,-46.17
Ramses Legacy V2,Dexs,Hyperliquid L1;Arbitrum;Polygon,17110,39085,299739,342.23,27.58
LiquidSwap,Dexs,Aptos,16673,183973,864838,29.12,-54.6
Carbon Defi,Dexs,Ethereum;Sei;Coti;Celo;TAC,16632,139890,1114122,-33.58,-43.42
Koi Finance AMM,Dexs,ZKsync Era,16453,109059,615796,-13.61,-57.45
Skate AMM,Dexs,Ethereum;BSC;Base;Arbitrum;Solana;Eclipse;Hyperliquid L1;Plume Mainnet;Mantle;Sui;Monad;MegaETH;Tempo,16218,34159,189853,23.4,1698
Myriad Markets,Prediction Market,Abstract;Linea;BSC,15827,192705,1155417,-38.3,-38.29
BarterSwap Superposition,Dexs,Ethereum,15298,188080,391827,-61.27,-29.84
BetterSwap,Dexs,VeChain,14871,57422,202441,113.54,158.31
Zyberswap V3,Dexs,Arbitrum,14698,73657,433519,68.05,-48.7
BrownFi V2,Dexs,Berachain;Base;BSC;Arbitrum;Hyperliquid L1;Linea;Monad,14503,162704,4668400,-44.96,-32.82
Seer,Prediction Market,Ethereum;Gnosis,14441,219790,418095,491.6,2221.7
FlowX V2,Dexs,Sui,13522,31852,189408,291.49,172.46
StellaSwap V4,Dexs,Moonbeam,13443,96359,726332,-23.22,-35.49
DeltaSwap,Dexs,Arbitrum;Base;Ethereum,12511,183114,985467,-36.18,-57.29
DFlow Prediction Market,Interface,Solana,12199,343055,795225,-89.89,-81.44
ZORA Coins,Launchpad,Base,12195,81082,762165,-37.95,104.07
Hercules V3,Dexs,Metis,11997,132440,660449,-42.3,-31.55
zkSwap V3,Dexs,ZKsync Era;Sonic;Monad,11833,40334,382190,118.28,26.11
Rain,Prediction Market,Arbitrum,11711,54862,430702,-49.99,
Cauldron,Dexs,Bitcoincash,11380,109636,1198858,-65.62,-41.78
Demex AMM,Dexs,Carbon,10993,16612,46469,182.67,2219.2
Honeyswap,Dexs,Gnosis;Polygon,10813,53644,4207394,95.82,2.05
CaviarNine Shape Liquidity,Dexs,Radix,10049,73355,226117,49.99,-50.05
Cube,Dexs,Solana,9839,53563,60048,23.96,3758.43
Thruster V3,Dexs,Blast,9643,288104,1785871,59.92,-85.2
Shiny,Physical TCG,Base;Abstract,9565,108508,938301,27.08,-40.18
Infusion,Dexs,Base,9285,55273,309841,11.79,-16.79
Ubeswap V2,Dexs,Celo,9173,172191,380815,-79.09,-38.1
1DEX,Dexs,Vaulta,9035,69799,286351,-4.22,33.04
Equalizer Exchange,Dexs,Fantom;Sonic,8936,37405,96080,343.03,216.32
SakuraSwap AMM,Dexs,Ink;Zero Network;Shape;Abstract,8836,70575,197454,-30.7,28.82
Splash Protocol,Dexs,Cardano,8673,32316,369780,83.36,89.2
Somnia Exchange,Dexs,Somnia,8645,42700,167101,24.57,90.75
Swapr V2,Dexs,Ethereum;Gnosis;Arbitrum,8372,41215,244778,52.91,10.14
KittyPunch PunchSwap,Dexs,Flow,8355,118593,1009115,-50.32,-84.01
Sonex,Dexs,Soneium,8272,45054,260923,42.16,-11.36
Metropolis AMM,Dexs,Sonic,8133,20757,47478,792.76,3906.4
DeltaTrade,Dexs,Near;Solana,7873,62443,679182,-48.35,-28.89
Asset Chain Swap,Dexs,Asset Chain,7718,22434,171345,63.73,775.06
Wombat Exchange,Dexs,BSC;Arbitrum;Ethereum;Scroll;Avalanche;Base;OP Mainnet;Monad;Polygon;Hyperliquid L1,7679,41897,430565,-41.94,-30.71
Secured Finance Lending,Lending,Arbitrum;Ethereum;Filecoin,7650,61299,466115,-44.49,-24.44
Xfai,Dexs,Linea,7542,26441,168759,302.03,35.94
Topaz AMM,Dexs,BSC,7251,73168,1879455,-44.27,-52.7
Swop,Dexs,Waves;Unit Zero,7242,59588,260177,0.01,-8.13
Dinosaur Eggs,Dexs,BSC,6591,72401,395637,-52.29,-84.02
Ferra CLMM,Dexs,Sui,6367,24931,245594,113.8,173.73
Aster Predictions,Prediction Market,Off Chain,6292,37806,1446885,8.54,-3.92
Thick,Dexs,Arbitrum;Base;Fantom;Sonic,6188,41607,199253,-6.78,3.6
SwapBased Concentrated Liquidity,Dexs,Base,5820,30794,216168,54.13,-0.89
Blasterswap V2,Dexs,Blast,5592,23193,111763,24.85,101.59
Platypus Finance,Dexs,Avalanche,5567,77685,347717,-52.35,-76.13
H2 Finance V2,Dexs,Cronos zkEVM,5531,45470,556736,35.36,-41.41
Flamingo Finance,Dexs,NEO,5502,234824,776041,-57.79,-27.33
Atmos DEX,Dexs,Supra,5321,65619,321728,-41.65,-54.23
Etherex Legacy,Dexs,Linea,5319,37091,165356,81.29,325.18
Treble Spot,Dexs,Base,4910,108428,472616,-75.69,-74.83
Sushi Aptos,Dexs,Aptos,4793,8811,59286,,34.71
WanSwap Dex,Dexs,Wanchain,4388,37152,188561,43.63,-41.2
ApertureSwap,Dexs,Manta,4380,16879,142797,97.56,45.85
KlaySwap V1,Dexs,Kaia,4342,82442,481850,-61.47,-75.5
Dfyn Network,Dexs,Polygon,4009,21259,131255,32.35,-38.49
Balanced Exchange,Dexs,Icon,3993,30889,235833,-46.37,34.17
Paradex Spot,Dexs,Paradex,3977,16859,247460,136.02,239.05
EulerSwap,Dexs,Ethereum;Unichain;BSC;Monad,3939,163033,1843356,-83.66,-86.66
Alt Fun,Launchpad,Hyperliquid L1,3919,15076,433130,156.14,-14.41
Joe V2,Dexs,Avalanche;Arbitrum;BSC;Ethereum,3849,13246,84814,100.16,-35.6
Grambo,Launchpad,TON,3797,34621,34621,699.37,
Tethys AMM,Dexs,Metis,3597,32158,173036,-35.19,-4
Verse,Dexs,smartBCH;Ethereum,3533,40850,2524328,-72.44,-71.55
H2 Finance V3,Dexs,Cronos zkEVM,3469,28846,231729,18.11,-79.41
BulbaSwap V2,Dexs,Morph,3452,20628,108964,18.18,-44.94
death.fun,Luck Games,Abstract,3447,116523,1497229,-71.39,-96.04
Solarbeam,Dexs,Moonriver,3414,30814,653037,-20.95,139.58
Arena DEX,Dexs,Avalanche,3388,18163,114775,17.44,104.1
sTONks,Launchpad,TON,3380,24681,441438,25.6,-81.97
Ociswap Precision,Dexs,Radix,3312,11028,25587,258.05,159.36
Pharaoh CL,Dexs,Avalanche,3248,37491,470723,58.67,-72.43
PancakeSwap Lottery,Luck Games,BSC,3231,12568,53255,882.07,959.34
MooniSwap,Dexs,Ethereum,3187,2642849,35703337,6.13,-99.77
KittyPunch StableKitty,Dexs,Flow,3150,24598,323947,-47.31,-48.87
SpookySwap V3,Dexs,Fantom;Sonic,3089,32623,107979,22.77,-80.48
SpookySwap V2,Dexs,Fantom;Horizen EON;Bittorrent;Sonic,2978,63350,382389,-52.71,-88.53
ArcherSwap,Dexs,CORE,2946,15257,149924,52.25,66.25
NarBet,Luck Games,Monad,2881,4011,26845,863.55,293.04
WigoSwap,Dexs,Fantom,2878,61982,188737,-63.35,-92.29
DefiBox,Dexs,BSC;Vaulta;Wax,2872,28779,196194,-5.56,-52.26
Pool Party,Dexs,Canton,2850,85501,672659,-73.4,-85.01
AuroraSwap,Dexs,Aurora,2766,33116,268078,-51.74,-57.94
Chronos V1,Dexs,Arbitrum,2749,5868,19541,647.01,130.81
Increment Swap,Dexs,Flow,2747,23479,204272,-27.62,-64.67
Pixie Chess,Gaming,Base,2697,16764,71914,9.68,23.49
KIM Exchange V2,Dexs,Mode,2683,6244,23182,125.08,166.43
Polycat,Farm,Polygon,2663,26082,125737,37.69,-21.95
Consensus Liquidity DEX,Dexs,Kaia,2638,186026,631057,-73.29,-83.74
SupSwap V3,Dexs,Mode,2618,3506,4589,379.49,8345.16
SpiritSwap AMM,Dexs,Fantom,2493,50527,132115,-42.58,-88.81
Merchant Moe DEX,Dexs,Mantle,2474,23344,90979,-3.32,-41.11
Zebra V2,Dexs,Scroll,2430,16325,94207,-14.92,-29.03
CaviarNine Agg,DEX Aggregator,Radix,2317,7183,228175,195.54,34.87
Kodiak V2,Dexs,Berachain,2275,12893,70665,88.95,6.61
XSwap V2,Dexs,XDC,2267,17515,86864,-4.79,110.88
Macaron AMM,Dexs,Bitlayer,2224,3569,4929,,
Thruster V2,Dexs,Blast,2193,7014,39138,57.09,343.93
MojitoSwap,Dexs,KCC,2152,7529,144219,143.16,-96.47
Revoswap,Dexs,X Layer,2100,19880,98348,-14.39,-35.92
BaseSwap V2,Dexs,Base,1994,14059,65892,8.72,-0.25
MerlinSwap,Dexs,Merlin,1986,5706,121860,,
Printr,Launchpad,BSC;Ethereum;Base;Monad;Arbitrum;Avalanche;Mantle,1911,3224,293634,142.21,1547.41
EchoDEX V3,Dexs,Linea,1884,16825,96945,-42.63,-41.2
DackieSwap V3,Dexs,Base;OP Mainnet;Arbitrum;Blast;Mode;X Layer;Linea,1835,17181,118586,-45.24,-48.24
Elexium,Dexs,Alephium,1796,12084,83632,-63.72,-75.02
ShapeSwap V3,Dexs,Shape,1655,6897,67568,403.04,-76.8
KIM Exchange V3,Dexs,Mode,1631,16411,111425,11.26,-55.25
BladeSwap AMM,Dexs,Blast,1629,5992,34084,83.03,124.69
sendfun Launchpad,Launchpad,Solana,1624,13687,18761,-84.92,35
WardenSwap,Dexs,BSC;OP Mainnet;Ethereum;Polygon;Arbitrum,1612,14304,84292,-37.45,-66.32
WinerySwap,Dexs,BSC,1593,14633,84498,-34.17,-61.09
Supernova AMM,Dexs,Ethereum,1585,14433,82240,-15.51,-34.75
Wswap,Dexs,Ethereum;W Chain,1538,12813,37431,-11.3,37.08
KnightSwap Finance,Dexs,BSC;Fantom,1529,14994,87309,-38.5,-74.17
UltronSwap,Dexs,Ultron,1438,2939,30634,5225.93,3495
Titano Swych,Dexs,BSC,1405,12432,74358,-37.36,-64.04
CaviarNine LSU Pool,Dexs,Radix,1382,9440,47398,0.95,-2.4
Everdex,Dexs,Bifrost Network,1366,57624,274042,,-95.22
Capybara Dexs,Dexs,Kaia,1327,13604,75845,-42.48,-45.3
Axial,Dexs,Avalanche,1321,17493,92328,-36.79,-72.04
DefiPlaza,Dexs,Ethereum;Radix,1280,11393,39898,-66.3,-38.99
Alita Finance,Dexs,BSC,1271,10604,66088,-29.07,-76.09
Solidly V2,Dexs,Ethereum,1256,5136,34932,97.8,-81.88
Saddle Finance,Dexs,Ethereum;Arbitrum,1253,1271,1855,41666.67,
Snap V3,Dexs,TAC,1253,32492,39376,2.12,2356.86
StarkDeFI,Dexs,Starknet,1203,8269,50361,3.89,-43.55
E3,Dexs,Fantom;Arbitrum;Base,1161,33955,186902,-63.87,-80.84
AutoShark,Dexs,BSC,1109,4489,26618,105.75,48.66
StellaSwap V3,Dexs,Moonbeam,1109,9427,27627,0,291.87
Enosys AMM V2,Dexs,Flare;Songbird,1082,5636,33682,-2.26,41.44
SyncSwap V3,Dexs,Linea;Sophon;ZKsync Era,1049,3867,23498,335.27,214.07
OolongSwap,Dexs,Boba,1043,10797,69892,-5.95,64.25
RadioShack,Dexs,Polygon;BSC;Ethereum;Fantom;Avalanche,994,11055,88365,-41.32,-67.93
GMX V2 AMM,Dexs,Arbitrum;Avalanche;Botanix;Solana;MegaETH,978,40638,560406,-95.47,-55.3
PumpSpace V2,Dexs,Avalanche,975,6889,81254,26.3,-66.18
Saphyre V2,Dexs,Sei,970,15767,199205,12.92,-89.24
SimpleDEX,Dexs,XPR Network,932,5222,37577,54.82,-38.07
Trueo,Prediction Market,Base,900,4413,31621,1068.83,-64.97
Elk,Dexs,Avalanche;Polygon;Fantom;BSC;Gnosis;KCC;Elastos;IoTeX;Fuse;OKTChain;Ethereum;Arbitrum;OP Mainnet;Telos;Metis;Linea;Moonriver;Base,884,9346,38797,-0.34,-26.94
Honeypop DEX,Dexs,Scroll,846,9727,75317,-70.42,582.26
Nile CL,Dexs,Linea,807,11209,218754,-82.91,-42.97
NextRare,Physical TCG,MegaETH,800,5900,35000,-48.39,
Pinto,Algo-Stables,Base,761,5088,40685,9.65,-33.94
Meridian AMM,Dexs,Movement,749,3818,126258,35.93,-17.6
Pangea Swap,Dexs,Kaia,739,643,4902,36850,200.41
KaspaCom Dex,Dexs,Kasplex;Igra,721,9779,55745,6.34,-90.47
PiperX V3,Dexs,Data Network,720,104386,587866,-92.97,-99.05
Voltage V4,Dexs,Fuse,699,4264,25755,18.27,21.78
Equilibre,Dexs,Kava,696,5902,23137,-54.95,-46.5
GarudaDefi,Dexs,Terra Classic,695,14572,92555,-47.07,-67.14
WannaSwap,Dexs,Aurora,679,7142,66739,-38.38,-52.52
Thirdfy,Dexs,Base,677,6210,32209,-44.33,50.11
JetSwap,Dexs,BSC;Fantom;Polygon,661,5028,35340,-31.86,-68.67
Gravity Finance,Dexs,Polygon,656,5881,33009,-5.75,-46.41
Zyberswap AMM,Dexs,Arbitrum,656,4586,25094,-10.75,-50.19
SwapMode V2,Dexs,Mode,639,1931,11553,210.19,129.86
VaporDex V1,Dexs,Avalanche;ApeChain;Telos,623,4287,30869,80.06,-61.85
KittyPunch PunchSwap V3,Dexs,Flow,618,9215,70616,-48.93,-85.36
Blue Planet,Dexs,BSC,605,5385,30953,-39.2,-63.4
KLEX Finance,Dexs,Kaia,598,7642,47659,-48.85,-63.4
Cometh,Dexs,Polygon,585,1476,6745,225,108.93
Ellipsis Finance,Dexs,BSC,584,23642,560469,-96.61,-60.33
Meshswap,Dexs,Polygon,579,5921,38314,-23.41,-91.36
EddyFinance AMM,Dexs,ZetaChain,572,9669,47102,-45.32,-71.84
Gliquid,Dexs,Hyperliquid L1,563,6686,45226,-45.92,-63.35
Kittenswap AMM,Dexs,Hyperliquid L1,545,9226,79804,-46.15,-81.86
OraiDEX,Dexs,Oraichain,542,6883,25320,-22.57,-71.49
Ociswap Basic,Dexs,Radix,528,1376,5476,2012,594.74
Dove Swap V3,Dexs,Polygon zkEVM,520,2592,18750,12900,-42.41
World Markets Spot,Dexs,MegaETH,518,26933,2287392,-85.02,13.1
HyperJump,Dexs,BSC;Fantom;Metis,496,4685,23932,-25.97,-63.15
SolidLizard Dex,Dexs,Arbitrum,495,3320,17655,-20.55,-37.81
ShibaSwap V2,Dexs,Ethereum;Shibarium,483,2271,27161,-2.23,-94.89
Bifrost DEX,Dexs,Bifrost,470,4710,292443,24.34,-25.28
9mm V2,Dexs,PulseChain;Base;Sonic,470,2240,11253,141.03,2.84
Somnex V3,Dexs,Somnia,460,2202,8941,27.78,130
DeltaDeFi,Dexs,Cardano,456,2952,30717,-32.94,-56.94
StellaSwap V2,Dexs,Moonbeam,453,4525,42168,19.84,-66.14
Ready Cards,Physical TCG,Solana,446,1166,3709,-38.06,184.08
HakuSwap,Dexs,Avalanche,443,4192,20293,-34.18,-58.21
Sailor,Dexs,Sei,437,3953,26692,498.63,-54.62
MachineX Legacy,Dexs,Peaq,432,3883,41495,74.19,-56.28
Levinswap,Dexs,Gnosis,431,767,7833,1496.3,698.15
zkSwap StableSwap,Dexs,ZKsync Era,427,5490,86484,180.92,
Atmos Studio,Launchpad,Supra,414,828,4896,935,-34.29
HypeMarket,Prediction Market,Supra,397,9206,42961,-51.11,-61.68
SwapX V2,Dexs,Sonic,394,2417,13052,380.49,-41.8
Maia CL,Dexs,Metis,390,4191,23935,-56.23,-74.07
Nabla Finance,Dexs,Arbitrum;Base;Berachain;Monad;Hyperliquid L1,390,39237,486594,-89.59,-92.86
GasPump,Launchpad,TON,384,2380,42885,19100,19100
Karura Swap,Dexs,Karura,381,702,4291,44.87,4662.5
Dusa Protocol,Dexs,Massa,375,10166,15976,,-25.74
Worm,Prediction Market,Solana,369,19879,101221,-21.32,-89.11
Somnex DEX,Dexs,Somnia,367,1219,4968,76.44,139.87
FVM Exchange,Dexs,Fantom,366,10497,29378,-69.3,-92.16
Arena Launch,Launchpad,Avalanche,361,2673,13139,-20.66,-10.86
Koi Finance CL,Dexs,ZKsync Era,350,709,14552,6.38,116.05
PadSwap,Dexs,BSC;Moonriver;Moonbeam,298,2592,18621,-33.78,-61.75
BlueMove DEX,Dexs,Aptos;Sui,295,4902,32583,-39.05,-34.73
Hotstuff Spot,Dexs,Hotstuff,290,1369,124022,249.4,-52.22
Gravis Finance,Dexs,BSC;Polygon;Heco,286,1887,10489,-6.84,-45.11
Amigo,SoFi,Abstract,280,337,2354,,
Cone,Dexs,BSC,279,3366,15088,-54.63,-49.27
Solidly,Dexs,Fantom,278,4353,10750,-54.87,-75.72
LuaSwap,Dexs,Ethereum;Viction,271,1479,9674,33.5,-33.74
flooor.fun,NFT Marketplace,Base,269,2090,5682,-35.34,-75.32
Dystopia,Dexs,Polygon,267,1736,10835,-0.37,-53.89
ZKBase,Dexs,ZKsync Era,267,1773,9883,-20.54,-51.98
Swapsicle V2,Dexs,Mantle;Telos;Taiko,259,550,7769,58.9,
Mimo V2,Dexs,IoTeX,258,3176,15807,-5.84,-81.22
Arena SocialFi,SoFi,Avalanche,256,6224,15492,-57.76,-71.2
Unibot,Telegram Bot,Ethereum,253,2364,21561,-20.44,
Land Bid,Gamified Mining,Base,244,2088,19587,17.31,-14.08
Molten V4,Dexs,CORE,230,3006,83152,-57.64,-81.16
Nuri CL,Dexs,Scroll,228,1968,18746,53.02,-16.18
cytoswap,Dexs,HeLa,226,710,2509,111.21,151.11
VinuSwap,Dexs,VinuChain,224,1201,5504,-16.42,-66.11
SilverSwap,Dexs,Sonic,224,1178,3657,873.91,138.3
PumpBox,NFT Marketplace,Base,224,26339,29470,-94.75,-72.24
Butter.xyz,Dexs,Mantle,215,1542,7207,6.44,-67.91
Velar AMM,Dexs,Stacks,212,1752,14913,96.3,-44.36
Rooster Protocol V1,Dexs,Plume (Deprecated);Plume Mainnet,211,8371,50313,-3.21,-88.67
Aequinox,Dexs,BSC,186,1098,6734,0,-48.76
MorFi,Dexs,Morph,179,930,9571,155.71,0.56
X3X,Prediction Market,World Chain,178,2327,14628,43.55,-36.65
Morpheus Swap,Dexs,Fantom,172,1662,4250,-8.99,-74.74
SpinUp DEX,Dexs,Hyperliquid L1,168,1181,14800,-29.41,-35.63
boop.fun,Launchpad,Solana,161,4097,4738,-95.67,
Mosaic AMM,Dexs,Movement,159,14943,22880,21.37,-31.76
SpicySwap,Dexs,Tezos,157,1814,13203,-53.27,-74.18
DefiChain DEX,Dexs,DefiChain,156,54424,675023,-91.81,-99.47
Swap Country,Dexs,Harmony,154,3516,7387,-88.11,-43.59
Nile Legacy,Dexs,Linea,145,5787,50920,-83.33,-26.02
Lynex V1,Dexs,Linea,143,5557,12435,-41.39,-35.29
ProtoFi,Dexs,Fantom,142,2704,8297,-50.52,-87.98
Swapsicle V1,Dexs,Polygon;OP Mainnet;Fantom;Avalanche;Ethereum;Arbitrum;BSC;Telos,141,1964,3409,-19.89,-71.11
Sushi Trident,Dexs,Metis;OP Mainnet;Polygon;BSC;Arbitrum;Avalanche;Bittorrent;Kava,140,402,1562,185.71,159.26
Tempo Fee AMM,Dexs,Tempo,139,816,1977,1.46,85.33
IcecreamSwap V2,Dexs,Bitgert;CORE,128,622,6077,39.13,47.13
Tsunami V3,Dexs,Ink,126,126,2726,,
HumanFi,DEX Aggregator,World Chain,123,744,7064,16.04,-25
Yaka V3,Dexs,Sei,122,901,5787,-35.79,320.69
Goblins AMM,Dexs,Base;BSC;smartBCH,119,1072,6189,-38.97,-47.35
Vaulta RAM,Dexs,Vaulta,114,916,10772,-8.06,-91.11
Tristero Spot,Dexs,Abstract;Sonic;Berachain;Gnosis;Arbitrum;Polygon;Unichain;Ethereum;Avalanche;Scroll;Base;Monad;OP Mainnet;Mode;BOB;Linea;ApeChain;Ink;Ronin;Mantle,108,89387547,123033083,-100,-97.95
Crodex,Dexs,Cronos,107,916,6480,-62.06,-67.48
DashsWallet,Portfolio Tracker,BSC;Polygon;OP Mainnet;Base;Avalanche;Ethereum;Arbitrum,104,152,152,477.78,
Pearl V1,Dexs,Polygon,100,72384,209817,-21.88,-99.26
Velocimeter V4,Dexs,IOTA EVM,100,1211,8820,-86.52,-27.01
SparkDEX V3,Dexs,Flare,97,1028,13593,-1.02,-57.64
Nearpad,Dexs,Aurora,96,723,8143,33.33,-32.87
Mobius Money,Dexs,Celo,90,1137,7952,-44.1,-63.71
Parity DEX CL,Dexs,Monad,90,688,4213,-60.18,-42.68
PinkSwap,Dexs,BSC,86,632,3741,-20.37,-62.77
KyotoSwap,Dexs,BSC,84,816,6040,-35.88,-62.67
HX Finance,Dexs,Hyperliquid L1,84,793,4047,-41.67,-48.78
MantisSwap,Dexs,Polygon;Polygon zkEVM;Mode,81,490,2578,800,6.58
Kokonut Swap,Dexs,Kaia;Polygon zkEVM;Base,80,1004,7893,-15.79,-68.87
Ninja Blaze,Prediction Market,Injective,80,510,3479,433.33,515.38
CrescentSwap,Dexs,Arbitrum,79,423,2653,-5.95,-45.14
Probable,Prediction Market,BSC,78,2212,8054,-95.63,-76.85
DerpDEX,Dexs,ZKsync Era;Base;opBNB,75,963,4349,-58.56,-68.09
friend.tech V1,SoFi,Base,75,116,5992,7400,-78.26
firefly,Dexs,Manta,75,553,6392,-29.25,27.12
Elixir,Yield,Base,72,38912,44246,-55,44
Clutch Anvil AMM,Dexs,Ethereum;ApeChain;Base,72,1258,9912,4.35,
BurrBear,Dexs,Berachain,71,1082,2303,102.86,82.05
